# Current Final Terms Part 4
Generated: 2026-04-23
Source: docs/current-terms-final.txt
Part: 4 / 5
Terms in this file: 191
Format: id | category | slug | term_en | term_tr | term_ru
term_3117 | Fintech | dust-attack | Dust Attack | Toz Saldırısı (Dust Attack) | Пылевая атака
term_3120 | Fintech | hot-storage | Hot Storage | Sıcak Depolama | Горячее хранение
term_3122 | Fintech | keystore-file | Keystore File | Anahtar Deposu Dosyası | Файл хранилища ключей
term_3125 | Fintech | sharpe-ratio | Sharpe Ratio | Sharpe Oranı | Коэффициент Шарпа
term_3126 | Fintech | market-dominance | Market Dominance | Piyasa Hakimiyeti | Доминирование на рынке
term_3135 | Fintech | proof-of-authority-poa | Proof of Authority (PoA) | Yetki Kanıtı (PoA) | Доказательство полномочий
term_3139 | Fintech | decentralized-exchange-dex | Decentralized Exchange (DEX) | Merkeziyetsiz Borsa (DEX) | Децентрализованная биржа
term_3144 | Fintech | smart-contract-audit | Smart Contract Audit | Akıllı Sözleşme Denetimi | Аудит смарт-контракта
term_3146 | Fintech | initial-exchange-offering-ieo | Initial Exchange Offering (IEO) | İlk Borsa Arzı (IEO) | Первичное биржевое предложение
term_3147 | Fintech | initial-dex-offering-ido | Initial DEX Offering (IDO) | İlk DEX Arzı (IDO) | Первичное предложение на DEX
term_3148 | Fintech | venture-capital-vc | Venture Capital (VC) | Girişim Sermayesi (VC) | Венчурный капитал
term_3167 | Fintech | symmetric-encryption | Symmetric Encryption | Simetrik Şifreleme | Симметричное шифрование
term_3168 | Fintech | asymmetric-encryption | Asymmetric Encryption | Asimetrik Şifreleme | Асимметричное шифрование
term_3171 | Fintech | api-banking | API Banking | API Bankacılığı | API Банкинг
term_3182 | Fintech | micro-investing | Micro-investing | Mikro Yatırım | Микро-инвестирование
term_3183 | Fintech | fractional-shares | Fractional Shares | Kesirli Hisseler | Дробные акции
term_3187 | Fintech | quantitative-trading | Quantitative Trading | Kantitatif İşlem (Quant) | Количественный трейдинг
term_3196 | Fintech | supply-chain-finance | Supply Chain Finance | Tedarik Zinciri Finansmanı | Финансирование цепочки поставок
term_3197 | Fintech | trade-finance | Trade Finance | Ticaret Finansmanı | Торговое финансирование
term_3198 | Fintech | merchant-banking | Merchant Banking | Tüccar Bankacılığı | Торговый банкинг
term_3199 | Fintech | investment-banking | Investment Banking | Yatırım Bankacılığı | Инвестиционный банкинг
term_3201 | Fintech | sec | SEC | SEC (ABD Menkul Kıymetler Borsası) | SEC
term_3203 | Fintech | spot-etf | Spot ETF | Spot ETF | Спотовый ETF
term_3204 | Fintech | futures-etf | Futures ETF | Vadeli İşlem ETF | Фьючерсный ETF
term_3205 | Fintech | howey-test | Howey Test | Howey Testi | Тест Хауи
term_3206 | Fintech | web3 | Web3 | Web3 | Web3
term_3209 | Fintech | sbt | SBT | SBT (Ruh Bağı Token) | SBT
term_3211 | Fintech | optimistic-rollup | Optimistic Rollup | İyimser Rollup | Оптимистичный роллап
term_3213 | Fintech | max-supply | Max Supply | Maksimum Arz | Максимальное предложение
term_3216 | Fintech | light-client | Light Client | Hafif İstemci | Легкий клиент
term_3218 | Fintech | difficulty-adjustment | Difficulty Adjustment | Zorluk Ayarlaması | Корректировка сложности
term_3219 | Fintech | gossip-protocol | Gossip Protocol | Dedikodu Protokolü (Gossip) | Протокол Gossip
term_3221 | Fintech | eclipse-attack | Eclipse Attack | Tutulma Saldırısı (Eclipse) | Атака затмения
term_3228 | Fintech | wrapped-token | Wrapped Token | Sarılmış Token (Wrapped) | Обернутый токен
term_3234 | Fintech | exit-scam | Exit Scam | Çıkış Dolandırıcılığı (Exit Scam) | Экзит-скам
term_3238 | Fintech | exchange | Exchange | Borsa | Биржа
term_3239 | Fintech | order | Order | Emir | Ордер
term_064 | Technology | database | Database | Veritabanı | База данных
term_065 | Technology | sql | SQL | SQL | SQL
term_066 | Technology | primary-key | Primary Key | Birincil Anahtar | Первичный ключ
term_067 | Technology | foreign-key | Foreign Key | Yabancı Anahtar | Внешний ключ
term_068 | Technology | algorithm | Algorithm | Algoritma | Алгоритм
term_069 | Technology | cloud-computing | Cloud Computing | Bulut Bilişim | Облачные вычисления
term_070 | Technology | big-data | Big Data | Büyük Veri | Большие данные
term_071 | Technology | machine-learning | Machine Learning | Makine Öğrenmesi | Машинное обучение
term_072 | Technology | ai | AI | Yapay Zeka (AI) | Искусственный интеллект
term_117 | Technology | deep-learning | Deep Learning | Derin Öğrenme | Глубокое обучение
term_118 | Technology | natural-language-processing | Natural Language Processing | Doğal Dil İşleme | Обработка естественного языка
term_120 | Technology | data-mining | Data Mining | Veri Madenciliği | Интеллектуальный анализ данных
term_121 | Technology | predictive-analytics | Predictive Analytics | Tahminsel Analitik | Предиктивная аналитика
term_122 | Technology | neural-network | Neural Network | Sinir Ağı | Нейронная сеть
term_124 | Technology | data-visualization | Data Visualization | Veri Görselleştirme | Визуализация данных
term_125 | Technology | business-intelligence | Business Intelligence | İş Zekası | Бизнес-аналитика
term_136 | Technology | cybersecurity | Cybersecurity | Siber Güvenlik | Кибербезопасность
term_138 | Technology | two-factor-authentication | Two-Factor Authentication | İki Faktörlü Kimlik Doğrulama | Двухфакторная аутентификация
term_139 | Technology | phishing | Phishing | Oltalama | Фишинг
term_140 | Technology | firewall | Firewall | Güvenlik Duvarı | Межсетевой экран
term_141 | Technology | biometric-authentication | Biometric Authentication | Biyometrik Kimlik Doğrulama | Биометрическая аутентификация
term_142 | Technology | zero-trust | Zero Trust | Sıfır Güven | Нулевое доверие
term_143 | Technology | data-breach | Data Breach | Veri İhlali | Утечка данных
term_144 | Technology | ransomware | Ransomware | Fidye Yazılımı | Программа-вымогатель
term_176 | Technology | kubernetes | Kubernetes | Kubernetes | Kubernetes
term_177 | Technology | docker | Docker | Docker | Docker
term_178 | Technology | ci-cd | CI/CD | CI/CD | CI/CD
term_179 | Technology | microservices | Microservices | Mikro Servisler | Микросервисы
term_180 | Technology | serverless | Serverless | Sunucusuz | Serverless
term_181 | Technology | iaas | IaaS | IaaS (Hizmet Olarak Altyapı) | IaaS (Инфраструктура как услуга)
term_182 | Technology | paas | PaaS | PaaS (Hizmet Olarak Platform) | PaaS (Платформа как услуга)
term_183 | Technology | load-balancer | Load Balancer | Yük Dengeleyici | Балансировщик нагрузки
term_184 | Technology | cdn | CDN | CDN (İçerik Dağıtım Ağı) | CDN (Сеть доставки контента)
term_185 | Technology | devops | DevOps | DevOps | DevOps
