# Current Final Terms Part 1
Generated: 2026-04-23
Source: docs/current-terms-final.txt
Part: 1 / 5
Terms in this file: 192
Format: id | category | slug | term_en | term_tr | term_ru
term_350 | Finance | vat | VAT | KDV (Katma Değer Vergisi) | НДС
term_351 | Finance | capital-gains-tax | Capital Gains Tax | Sermaye Kazancı Vergisi | Налог на прирост капитала
term_352 | Finance | deduction | Deduction | Vergi İndirimi (Matrah İndirimi) | Вычет
term_353 | Finance | tax-haven | Tax Haven | Vergi Cenneti | Налоговое убежище
term_356 | Finance | budget | Budget | Bütçe | Бюджет
term_357 | Finance | deficit | Deficit | Açık (Bütçe Açığı) | Дефицит
term_359 | Finance | fiscal-year | Fiscal Year | Mali Yıl | Финансовый год
term_360 | Finance | quarter | Quarter | Çeyrek Dönem | Квартал
term_361 | Finance | audit-trail | Audit Trail | Denetim İzi | Аудиторский след
term_362 | Finance | benchmarking | Benchmarking | Kıyaslama (Benchmarking) | Бенчмаркинг
term_363 | Finance | kpi | KPI | KPI (Temel Performans Göstergesi) | KPI
term_364 | Finance | metric | Metric | Metrik | Метрика
term_365 | Finance | variable-cost | Variable Cost | Değişken Maliyet | Переменные издержки
term_366 | Finance | fixed-cost | Fixed Cost | Sabit Maliyet | Постоянные издержки
term_367 | Finance | overhead | Overhead | Genel Giderler | Накладные расходы
term_368 | Finance | cash-cow | Cash Cow | Nakit İneği (Çok Kazandıran) | Денежная корова
term_369 | Finance | loss-leader | Loss Leader | Zararına Satış Lideri | Убыточный лидер
term_370 | Finance | economies-of-scale | Economies of Scale | Ölçek Ekonomisi | Эффект масштаба
term_415 | Finance | crowdfunding | Crowdfunding | Kitle Fonlaması | Краудфандинг
term_431 | Finance | credit-score | Credit Score | Kredi Puanı (Skor) | Кредитный рейтинг (балл)
term_432 | Finance | direct-debit | Direct Debit | Otomatik Ödeme | Прямое дебетование
term_433 | Finance | overdraft | Overdraft | Ek Hesap limit aşımı (Overdraft) | Овердрафт
term_437 | Finance | sepa | SEPA | SEPA (Avrupa Ödeme Alanı) | SEPA
term_440 | Finance | cheque | Cheque | Çek | Чек
term_441 | Finance | merchant | Merchant | Üye İşyeri (Satıcı) | Мерчант (Продавец)
term_442 | Finance | pos | POS | POS (Satış Noktası) | POS
term_443 | Finance | acquirer | Acquirer | Üye İşyeri Anlaşması Yapan Banka | Эквайер
term_444 | Finance | issuer | Issuer | Kart Veren Banka (Issuer) | Эмитент
term_445 | Finance | chargeback | Chargeback | Ters İbraz (Chargeback) | Чарджбэк
term_449 | Finance | mobile-banking | Mobile Banking | Mobil Bankacılık | Мобильный банкинг
term_451 | Finance | deposit | Deposit | Mevduat | Депозит
term_453 | Finance | balance | Balance | Bakiye | Баланс
term_467 | Finance | correction | Correction | Düzeltme | Коррекция
term_468 | Finance | rally | Rally | Ralli (Yükseliş) | Ралли
term_469 | Finance | support | Support | Destek (Teknik Analiz) | Поддержка
term_470 | Finance | resistance | Resistance | Direnç (Teknik Analiz) | Сопротивление
term_471 | Finance | trend | Trend | Trend (Eğilim) | Тренд
term_473 | Finance | index | Index | Endeks | Индекс
term_474 | Finance | etf | ETF | ETF (Borsa Yatırım Fonu) | ETF
