# Current Final Terms Part 5
Generated: 2026-04-23
Source: docs/current-terms-final.txt
Part: 5 / 5
Terms in this file: 191
Format: id | category | slug | term_en | term_tr | term_ru
term_4108 | Technology | big-o-notation | Big O Notation | Büyük O Notasyonu | О-нотация
term_4113 | Technology | code-review | Code Review | Kod Gözden Geçirme | Ревью кода
term_4114 | Technology | design-pattern | Design Pattern | Tasarım Deseni | Паттерн проектирования
term_4115 | Technology | mvc | MVC | MVC (Model-View-Controller) | MVC
term_4116 | Technology | mvvm | MVVM | MVVM | MVVM
term_4141 | Technology | exception | Exception | İstisna (Exception) | Исключение
term_4142 | Technology | bug-tracking | Bug Tracking | Hata Takibi | Отслеживание багов
term_4205 | Technology | tor | Tor | Tor | Tor
term_4211 | Technology | salt | Salt | Salt (Tuzlama) | Соль
term_4212 | Technology | brute-force | Brute Force | Kaba Kuvvet Saldırısı | Брутфорс
term_4213 | Technology | rainbow-table | Rainbow Table | Gökkuşağı Tablosu | Радужная таблица
term_4214 | Technology | zero-day | Zero Day | Sıfırıncı Gün (Zero Day) | Нулевой день
term_4218 | Technology | spyware | Spyware | Casus Yazılım | Шпионское ПО
term_4219 | Technology | adware | Adware | Reklam Yazılımı | Рекламное ПО
term_4222 | Technology | rootkit | Rootkit | Rootkit | Руткит
term_4226 | Technology | sandboxing | Sandboxing | Sandbox (Kum Havuzu) | Песочница
term_9001 | Fintech | merchant-of-record | Merchant of Record | Merchant of Record | Мерчант оф рекорд
term_9002 | Fintech | payment-facilitator | Payment Facilitator | Ödeme Kolaylaştırıcısı | Платёжный фасилитатор
term_9003 | Fintech | network-token | Network Token | Ağ Tokenı | Сетевой токен
term_9004 | Fintech | account-updater | Account Updater | Kart Bilgisi Güncelleyici | Обновление реквизитов карты
term_9005 | Fintech | payment-orchestration | Payment Orchestration | Ödeme Orkestrasyonu | Платёжная оркестрация
term_9006 | Fintech | variable-recurring-payments | Variable Recurring Payments | Değişken Yinelenen Ödemeler | Переменные рекуррентные платежи
term_9007 | Fintech | proof-of-reserves | Proof of Reserves | Rezerv Kanıtı | Доказательство резервов
term_9008 | Fintech | blind-signing | Blind Signing | Kör İmzalama | Слепая подпись
term_9009 | Fintech | appchain | AppChain | Uygulama Zinciri | Аппчейн
term_9010 | Fintech | bitvm | BitVM | BitVM | BitVM
term_9011 | Fintech | bitcoin-layer-2 | Bitcoin Layer 2 | Bitcoin Katman 2 | Второй слой Bitcoin
term_9012 | Fintech | authorization | Authorization | Ödeme Yetkilendirmesi | Авторизация платежа
term_9013 | Fintech | capture | Capture | Tahsilat (Capture) | Каптур платежа
term_9014 | Fintech | settlement-delay | Settlement Delay | Mutabakat Gecikmesi | Задержка расчёта
term_9015 | Fintech | settlement-currency | Settlement Currency | Mutabakat Para Birimi | Валюта расчёта
term_9016 | Fintech | processing-currency | Processing Currency | İşlem Para Birimi | Валюта процессинга
term_9017 | Fintech | card-not-present-cnp | Card-not-present (CNP) | Kartın Fiziken Bulunmadığı İşlem (CNP) | Операция без предъявления карты (CNP)
term_9018 | Fintech | frictionless-flow | Frictionless Flow | Sürtünmesiz Akış | Фрикшнлесс-флоу
term_9019 | Fintech | challenge-flow | Challenge Flow | Challenge Akışı | Челлендж-флоу
term_9020 | Fintech | out-of-band-authentication | Out-of-Band Authentication | Bant Dışı Kimlik Doğrulama | Аутентификация вне основного канала
term_9021 | Fintech | payment-initiation-service-provider-pisp | Payment Initiation Service Provider (PISP) | Ödeme Başlatma Hizmeti Sağlayıcısı (PISP) | Провайдер услуги инициации платежа (PISP)
term_9022 | Fintech | account-information-service-provider-aisp | Account Information Service Provider (AISP) | Hesap Bilgisi Hizmeti Sağlayıcısı (AISP) | Провайдер услуги информации по счёту (AISP)
term_9023 | Fintech | account-servicing-payment-service-provider-aspsp | Account Servicing Payment Service Provider (ASPSP) | Hesabı Yürüten Ödeme Hizmeti Sağlayıcısı (ASPSP) | Провайдер, обслуживающий платёжный счёт (ASPSP)
term_9024 | Fintech | payment-processor | Payment Processor | Ödeme İşleyicisi | Платёжный процессор
term_9025 | Fintech | separate-capture | Separate Capture | Ayrı Tahsilat | Отдельный каптур
term_9026 | Fintech | partial-refund | Partial Refund | Kısmi İade | Частичный возврат
term_9027 | Fintech | confirmation-of-funds-cof | Confirmation of Funds (CoF) | Fon Uygunluğu Doğrulaması (CoF) | Подтверждение наличия средств (CoF)
term_9028 | Fintech | funds-confirmation-consent | Funds Confirmation Consent | Fon Doğrulama Onayı | Согласие на подтверждение средств
term_9029 | Fintech | cbpr | CBPR+ | CBPR+ | CBPR+
term_9030 | Fintech | pacs-008 | pacs.008 | pacs.008 | pacs.008
term_9031 | Fintech | pacs-009 | pacs.009 | pacs.009 | pacs.009
term_9032 | Fintech | camt-053 | camt.053 | camt.053 | camt.053
term_9033 | Fintech | camt-054 | camt.054 | camt.054 | camt.054
